id,user_id,umkm_id,role,created_at
ROLE437,USR437,UMKM437,owner,2021-06-02 04:57:46
ROLE438,USR438,UMKM438,owner,2023-06-15 10:19:04
ROLE439,USR439,UMKM439,owner,2023-07-08 16:36:57
ROLE440,USR440,UMKM440,owner,2021-07-12 14:04:31
ROLE441,USR441,UMKM441,owner,2023-03-14 20:34:20
ROLE442,USR442,UMKM442,owner,2022-12-30 15:18:53
ROLE443,USR443,UMKM443,owner,2021-02-10 20:12:41
ROLE444,USR444,UMKM444,owner,2021-03-31 08:49:34
ROLE445,USR445,UMKM445,owner,2021-05-06 05:42:12
ROLE446,USR446,UMKM446,owner,2021-08-21 09:41:14
ROLE447,USR447,UMKM447,owner,2022-08-19 17:32:53
ROLE448,USR448,UMKM448,owner,2022-08-30 13:31:50
ROLE449,USR449,UMKM449,owner,2023-11-07 05:37:01
ROLE450,USR450,UMKM450,owner,2023-04-08 13:30:44
ROLE451,USR451,UMKM451,owner,2022-05-08 12:30:42
ROLE452,USR452,UMKM452,owner,2022-01-09 18:36:49
ROLE453,USR453,UMKM453,owner,2021-06-30 08:03:11
ROLE454,USR454,UMKM454,owner,2021-02-20 08:00:03
ROLE455,USR455,UMKM455,owner,2023-07-23 15:43:10
ROLE456,USR456,UMKM456,owner,2022-10-06 22:28:21
ROLE457,USR457,UMKM457,owner,2021-04-22 17:12:10
ROLE458,USR458,UMKM458,owner,2023-06-24 23:32:00
ROLE459,USR459,UMKM459,owner,2022-01-05 01:11:21
ROLE460,USR460,UMKM460,owner,2022-10-28 11:33:31
ROLE461,USR461,UMKM461,owner,2021-10-23 01:39:18
ROLE462,USR462,UMKM462,owner,2022-06-25 01:09:55
ROLE463,USR463,UMKM463,owner,2024-01-16 16:43:32
ROLE464,USR464,UMKM464,owner,2023-05-03 16:21:09
ROLE465,USR465,UMKM465,owner,2021-08-27 06:03:23
ROLE466,USR466,UMKM466,owner,2022-10-11 00:58:19
ROLE467,USR467,UMKM467,owner,2022-05-31 01:26:48
ROLE468,USR468,UMKM468,owner,2023-05-12 02:48:24
ROLE469,USR469,UMKM469,owner,2023-08-22 19:22:44
ROLE470,USR470,UMKM470,owner,2023-11-12 01:54:23
ROLE471,USR471,UMKM471,owner,2022-05-06 00:06:07
ROLE472,USR472,UMKM472,owner,2021-07-05 06:37:53
ROLE473,USR473,UMKM473,owner,2023-08-05 21:49:20
ROLE474,USR474,UMKM474,owner,2022-03-23 17:32:42
ROLE475,USR475,UMKM475,owner,2022-07-17 16:58:23
ROLE476,USR476,UMKM476,owner,2023-01-16 08:12:17
ROLE477,USR477,UMKM477,owner,2022-10-09 01:08:07
ROLE478,USR478,UMKM478,owner,2022-02-23 02:37:48
ROLE479,USR479,UMKM479,owner,2021-09-20 18:41:33
ROLE480,USR480,UMKM480,owner,2023-03-15 15:27:30
ROLE481,USR481,UMKM481,owner,2023-02-13 01:49:53
ROLE482,USR482,UMKM482,owner,2022-07-11 03:03:45
ROLE483,USR483,UMKM483,owner,2023-05-04 04:49:36
ROLE484,USR484,UMKM484,owner,2021-05-06 11:18:18
ROLE485,USR485,UMKM485,owner,2023-10-07 18:20:42
ROLE486,USR486,UMKM486,owner,2022-12-23 10:09:20
ROLE487,USR487,UMKM487,owner,2023-02-01 15:14:23
ROLE488,USR488,UMKM488,owner,2021-02-17 23:40:45
ROLE489,USR489,UMKM489,owner,2023-03-17 04:25:14
ROLE490,USR490,UMKM490,owner,2021-10-29 11:39:08
ROLE491,USR491,UMKM491,owner,2023-08-22 19:53:16
ROLE492,USR492,UMKM492,owner,2021-05-26 18:50:03
ROLE493,USR493,UMKM493,owner,2023-12-26 03:14:14
ROLE494,USR494,UMKM494,owner,2023-10-08 14:40:16
ROLE495,USR495,UMKM495,owner,2021-04-09 04:14:59
ROLE496,USR496,UMKM496,owner,2023-10-18 20:28:04
ROLE497,USR497,UMKM497,owner,2023-04-28 11:15:05
ROLE498,USR498,UMKM498,owner,2023-06-18 11:51:40
ROLE499,USR499,UMKM499,owner,2022-04-03 13:38:48
ROLE500,USR500,UMKM500,owner,2022-05-11 13:25:21
ROLE501,USR501,UMKM501,owner,2022-09-12 17:54:06
ROLE502,USR502,UMKM502,owner,2022-09-20 13:30:35
ROLE503,USR503,UMKM503,owner,2021-08-14 09:51:10
ROLE504,USR504,UMKM504,owner,2022-07-04 07:00:36
ROLE505,USR505,UMKM505,owner,2023-08-02 02:41:33
ROLE506,USR506,UMKM506,owner,2022-06-05 01:07:12
ROLE507,USR507,UMKM507,owner,2022-01-13 10:18:56
ROLE508,USR508,UMKM508,owner,2023-07-17 04:00:27
ROLE509,USR509,UMKM509,owner,2022-01-28 21:06:49
ROLE510,USR510,UMKM510,owner,2023-09-28 17:59:16
ROLE511,USR511,UMKM511,owner,2021-01-30 02:36:30
ROLE512,USR512,UMKM512,owner,2021-08-23 21:11:09
ROLE513,USR513,UMKM513,owner,2022-10-17 21:45:22
ROLE514,USR514,UMKM514,owner,2022-06-16 23:41:21
ROLE515,USR515,UMKM515,owner,2021-05-26 14:07:36
ROLE516,USR516,UMKM516,owner,2023-07-08 12:51:49
ROLE517,USR517,UMKM517,owner,2022-04-26 19:18:14
ROLE518,USR518,UMKM518,owner,2022-11-08 04:11:59
ROLE519,USR519,UMKM519,owner,2022-02-06 01:38:38
ROLE520,USR520,UMKM520,owner,2021-07-05 04:49:08
ROLE521,USR521,UMKM521,owner,2023-09-05 10:58:26
ROLE522,USR522,UMKM522,owner,2023-10-26 08:37:47
ROLE523,USR523,UMKM523,owner,2023-12-22 02:31:32
ROLE524,USR524,UMKM524,owner,2022-06-05 19:00:52
ROLE525,USR525,UMKM525,owner,2022-02-07 14:43:58
ROLE526,USR526,UMKM526,owner,2021-07-15 22:16:44
ROLE527,USR527,UMKM527,owner,2023-12-21 00:59:20
ROLE528,USR528,UMKM528,owner,2021-12-16 16:21:31
ROLE529,USR529,UMKM529,owner,2022-10-21 14:16:14
ROLE530,USR530,UMKM530,owner,2023-11-01 05:38:07
ROLE531,USR531,UMKM531,owner,2023-07-21 21:10:23
ROLE532,USR532,UMKM532,owner,2023-12-17 13:09:32
ROLE533,USR533,UMKM533,owner,2023-05-02 01:25:21
ROLE534,USR534,UMKM534,owner,2023-11-08 13:57:58
ROLE535,USR535,UMKM535,owner,2023-10-05 00:47:22
ROLE536,USR536,UMKM536,owner,2022-11-24 17:08:45
ROLE537,USR537,UMKM537,owner,2023-06-05 19:44:08
ROLE538,USR538,UMKM538,owner,2022-12-26 09:05:51
ROLE539,USR539,UMKM539,owner,2021-03-08 04:12:43
ROLE540,USR540,UMKM540,owner,2021-07-29 08:16:42
ROLE541,USR541,UMKM541,owner,2022-12-26 08:36:51
ROLE542,USR542,UMKM542,owner,2022-12-04 16:49:36
ROLE543,USR543,UMKM543,owner,2021-07-13 19:33:23
ROLE544,USR544,UMKM544,owner,2021-10-08 08:12:52
ROLE545,USR545,UMKM545,owner,2021-10-03 18:56:31
ROLE546,USR546,UMKM546,owner,2022-09-28 05:58:46
ROLE547,USR547,UMKM547,owner,2021-03-11 09:03:00
ROLE548,USR548,UMKM548,owner,2022-09-23 01:25:55
ROLE549,USR549,UMKM549,owner,2021-04-26 04:33:44
ROLE550,USR550,UMKM550,owner,2022-06-16 10:13:54
ROLE551,USR551,UMKM551,owner,2023-04-17 19:37:30
ROLE552,USR552,UMKM552,owner,2023-07-27 21:49:19
ROLE553,USR553,UMKM553,owner,2023-12-05 10:05:46
ROLE554,USR554,UMKM554,owner,2023-11-21 02:48:48
ROLE555,USR555,UMKM555,owner,2022-08-08 22:08:32
ROLE556,USR556,UMKM556,owner,2023-07-04 22:20:21
ROLE557,USR557,UMKM557,owner,2023-10-04 09:13:23
ROLE558,USR558,UMKM558,owner,2021-08-22 22:55:02
ROLE559,USR559,UMKM559,owner,2022-07-17 18:41:01
ROLE560,USR560,UMKM560,owner,2023-06-11 10:05:50
ROLE561,USR561,UMKM561,owner,2022-11-26 12:18:32
ROLE562,USR562,UMKM562,owner,2021-12-11 14:54:09
ROLE563,USR563,UMKM563,owner,2022-12-14 10:31:37
ROLE564,USR564,UMKM564,owner,2021-07-11 21:10:42
ROLE565,USR565,UMKM565,owner,2022-08-17 21:35:53
ROLE566,USR566,UMKM566,owner,2023-05-22 17:42:35
ROLE567,USR567,UMKM567,owner,2022-01-27 13:33:52
ROLE568,USR568,UMKM568,owner,2021-05-29 03:06:41
ROLE569,USR569,UMKM569,owner,2021-12-22 01:25:30
ROLE570,USR570,UMKM570,owner,2023-09-06 00:54:32
ROLE571,USR571,UMKM571,owner,2021-12-05 11:48:01
ROLE572,USR572,UMKM572,owner,2023-04-29 22:48:50
ROLE573,USR573,UMKM573,owner,2022-02-28 07:25:18
ROLE574,USR574,UMKM574,owner,2021-06-16 23:02:05
ROLE575,USR575,UMKM575,owner,2022-03-16 20:02:14
ROLE576,USR576,UMKM576,owner,2021-09-12 04:22:02
ROLE577,USR577,UMKM577,owner,2022-09-18 01:01:42
ROLE578,USR578,UMKM578,owner,2022-08-28 20:13:17
ROLE579,USR579,UMKM579,owner,2022-10-15 19:54:55
ROLE580,USR580,UMKM580,owner,2022-12-11 08:29:56
ROLE581,USR581,UMKM581,owner,2021-06-03 16:58:21
ROLE582,USR582,UMKM582,owner,2021-05-07 09:34:20
ROLE583,USR583,UMKM583,owner,2021-12-17 02:52:42
ROLE584,USR584,UMKM584,owner,2023-06-22 19:16:40
ROLE585,USR585,UMKM585,owner,2023-12-11 07:32:48
ROLE586,USR586,UMKM586,owner,2022-12-17 22:50:00
ROLE587,USR587,UMKM587,owner,2021-01-13 01:31:01
ROLE588,USR588,UMKM588,owner,2023-10-29 18:25:07
ROLE589,USR589,UMKM589,owner,2023-10-21 21:08:29
ROLE590,USR590,UMKM590,owner,2021-10-10 04:02:20
ROLE591,USR591,UMKM591,owner,2022-01-05 18:30:54
ROLE592,USR592,UMKM592,owner,2021-05-07 02:21:58
ROLE593,USR593,UMKM593,owner,2021-02-06 13:13:39
ROLE594,USR594,UMKM594,owner,2023-12-27 03:26:04
ROLE595,USR595,UMKM595,owner,2021-07-06 03:41:42
ROLE596,USR596,UMKM596,owner,2021-07-27 20:06:04
ROLE597,USR597,UMKM597,owner,2021-01-22 04:06:40
ROLE598,USR598,UMKM598,owner,2023-09-05 16:41:15
ROLE599,USR599,UMKM599,owner,2021-12-17 12:16:07
ROLE600,USR600,UMKM600,owner,2022-09-17 14:23:50
ROLE601,USR601,UMKM601,owner,2022-03-28 06:09:09
ROLE602,USR602,UMKM602,owner,2023-08-08 21:25:45
ROLE603,USR603,UMKM603,owner,2023-11-19 19:12:52
ROLE604,USR604,UMKM604,owner,2022-09-16 13:49:11
ROLE605,USR605,UMKM605,owner,2022-01-30 19:44:55
ROLE606,USR606,UMKM606,owner,2021-05-16 08:13:09
ROLE607,USR607,UMKM607,owner,2021-08-18 01:07:42
ROLE608,USR608,UMKM608,owner,2023-12-03 22:26:30
ROLE609,USR609,UMKM609,owner,2021-02-06 22:51:33
ROLE610,USR610,UMKM610,owner,2021-04-30 22:54:32
ROLE611,USR611,UMKM611,owner,2023-02-20 08:53:33
ROLE612,USR612,UMKM612,owner,2023-04-30 12:52:10
ROLE613,USR613,UMKM613,owner,2023-03-24 07:02:14
ROLE614,USR614,UMKM614,owner,2022-09-22 00:19:34
ROLE615,USR615,UMKM615,owner,2021-04-29 17:28:56
ROLE616,USR616,UMKM616,owner,2021-04-12 23:00:24
ROLE617,USR617,UMKM617,owner,2023-08-16 19:17:02
ROLE618,USR618,UMKM618,owner,2021-07-27 13:36:29
ROLE619,USR619,UMKM619,owner,2022-07-17 14:13:14
ROLE620,USR620,UMKM620,owner,2022-08-27 16:35:50
ROLE621,USR621,UMKM621,owner,2021-07-17 10:11:24
ROLE622,USR622,UMKM622,owner,2023-03-30 19:25:02
ROLE623,USR623,UMKM623,owner,2023-03-05 18:20:19
ROLE624,USR624,UMKM624,owner,2021-10-06 06:18:21
ROLE625,USR625,UMKM625,owner,2023-11-22 05:34:52
ROLE626,USR626,UMKM626,owner,2021-02-14 02:49:57
ROLE627,USR627,UMKM627,owner,2021-10-22 00:27:49
ROLE628,USR628,UMKM628,owner,2023-11-06 14:25:26
ROLE629,USR629,UMKM629,owner,2022-05-16 00:16:47
ROLE630,USR630,UMKM630,owner,2023-12-08 23:49:07
ROLE631,USR631,UMKM631,owner,2021-03-16 08:58:31
ROLE632,USR632,UMKM632,owner,2022-05-17 15:42:09
ROLE633,USR633,UMKM633,owner,2022-04-16 23:27:10
ROLE634,USR634,UMKM634,owner,2022-08-06 02:27:09
ROLE635,USR635,UMKM635,owner,2023-05-27 01:31:19
ROLE636,USR636,UMKM636,owner,2021-02-18 04:26:20
ROLE637,USR637,UMKM637,owner,2021-01-17 21:56:14
ROLE638,USR638,UMKM638,owner,2022-05-08 17:38:39
ROLE639,USR639,UMKM639,owner,2021-04-17 01:11:00
ROLE640,USR640,UMKM640,owner,2022-01-01 14:43:22
ROLE641,USR641,UMKM641,owner,2022-12-28 04:49:14
ROLE642,USR642,UMKM642,owner,2023-10-07 21:25:20
ROLE643,USR643,UMKM643,owner,2023-11-06 02:01:58
ROLE644,USR644,UMKM644,owner,2022-10-03 10:27:14
ROLE645,USR645,UMKM645,owner,2022-01-18 21:39:28
ROLE646,USR646,UMKM646,owner,2021-07-16 07:19:06
ROLE647,USR647,UMKM647,owner,2021-08-05 14:10:30
ROLE648,USR648,UMKM648,owner,2023-01-07 19:15:47
ROLE649,USR649,UMKM649,owner,2022-05-10 14:08:23
ROLE650,USR650,UMKM650,owner,2022-05-29 05:10:00
ROLE651,USR651,UMKM651,owner,2023-03-14 15:33:51
ROLE652,USR652,UMKM652,owner,2021-03-19 07:23:27
ROLE653,USR653,UMKM653,owner,2022-02-04 03:55:52
ROLE654,USR654,UMKM654,owner,2021-01-28 14:01:11
ROLE655,USR655,UMKM655,owner,2022-09-23 07:18:20
ROLE656,USR656,UMKM656,owner,2023-07-05 12:40:27
ROLE657,USR657,UMKM657,owner,2021-11-16 05:33:00
ROLE658,USR658,UMKM658,owner,2022-06-16 01:46:33
ROLE659,USR659,UMKM659,owner,2023-07-01 12:48:13
ROLE660,USR660,UMKM660,owner,2022-11-05 19:33:15
ROLE661,USR661,UMKM661,owner,2022-11-26 20:34:40
ROLE662,USR662,UMKM662,owner,2023-10-25 12:42:16
ROLE663,USR663,UMKM663,owner,2021-05-31 07:24:47
ROLE664,USR664,UMKM664,owner,2023-04-21 20:33:08
ROLE665,USR665,UMKM665,owner,2022-09-08 04:35:43
ROLE666,USR666,UMKM666,owner,2022-06-24 10:58:17
ROLE667,USR667,UMKM667,owner,2021-02-25 11:42:52
ROLE668,USR668,UMKM668,owner,2021-04-20 00:55:21
ROLE669,USR669,UMKM669,owner,2022-01-06 14:58:03
ROLE670,USR670,UMKM670,owner,2023-05-10 01:27:20
ROLE671,USR671,UMKM671,owner,2021-12-15 21:10:24
ROLE672,USR672,UMKM672,owner,2021-10-26 20:47:14
ROLE673,USR673,UMKM673,owner,2022-07-16 09:00:16
ROLE674,USR674,UMKM674,owner,2023-06-15 20:01:36
ROLE675,USR675,UMKM675,owner,2023-02-28 16:08:32
ROLE676,USR676,UMKM676,owner,2022-01-03 09:14:38
ROLE677,USR677,UMKM677,owner,2021-11-17 23:53:11
ROLE678,USR678,UMKM678,owner,2022-05-28 16:55:55
ROLE679,USR679,UMKM679,owner,2021-07-22 07:51:09
ROLE680,USR680,UMKM680,owner,2023-10-31 14:39:06
ROLE681,USR681,UMKM681,owner,2021-10-02 16:17:13
ROLE682,USR682,UMKM682,owner,2023-11-02 11:36:40
ROLE683,USR683,UMKM683,owner,2023-08-16 08:44:45
ROLE684,USR684,UMKM684,owner,2022-09-01 19:30:55
ROLE685,USR685,UMKM685,owner,2021-01-24 19:11:50
ROLE686,USR686,UMKM686,owner,2023-06-03 14:08:26
ROLE687,USR687,UMKM687,owner,2023-08-31 18:56:29
ROLE688,USR688,UMKM688,owner,2022-06-06 11:30:13
ROLE689,USR689,UMKM689,owner,2023-09-19 07:14:42
ROLE690,USR690,UMKM690,owner,2022-06-29 14:31:50
ROLE691,USR691,UMKM691,owner,2022-03-04 17:38:05
ROLE692,USR692,UMKM692,owner,2022-11-09 22:46:22
ROLE693,USR693,UMKM693,owner,2022-07-09 15:13:49
ROLE694,USR694,UMKM694,owner,2023-07-03 23:33:14
ROLE695,USR695,UMKM695,owner,2021-03-01 22:10:08
ROLE696,USR696,UMKM696,owner,2021-09-27 06:52:53
ROLE697,USR697,UMKM697,owner,2021-06-23 15:17:39
ROLE698,USR698,UMKM698,owner,2021-03-13 03:45:37
ROLE699,USR699,UMKM699,owner,2021-09-29 01:42:12
ROLE700,USR700,UMKM700,owner,2023-12-31 01:59:37
ROLE701,USR701,UMKM701,owner,2022-03-27 08:21:27
ROLE702,USR702,UMKM702,owner,2023-02-28 16:25:42
ROLE703,USR703,UMKM703,owner,2023-11-16 09:59:10
ROLE704,USR704,UMKM704,owner,2023-09-28 09:53:20
ROLE705,USR705,UMKM705,owner,2022-09-22 11:34:24
ROLE706,USR706,UMKM706,owner,2023-05-22 06:48:19
ROLE707,USR707,UMKM707,owner,2022-12-04 12:29:24
ROLE708,USR708,UMKM708,owner,2022-02-24 05:04:00
ROLE709,USR709,UMKM709,owner,2021-05-28 03:38:00
ROLE710,USR710,UMKM710,owner,2023-07-26 02:56:43
ROLE711,USR711,UMKM711,owner,2022-10-24 08:33:05
ROLE712,USR712,UMKM712,owner,2022-01-09 01:32:16
ROLE713,USR713,UMKM713,owner,2021-03-13 22:50:19
ROLE714,USR714,UMKM714,owner,2023-09-19 13:59:28
ROLE715,USR715,UMKM715,owner,2021-10-04 17:01:17
ROLE716,USR716,UMKM716,owner,2021-05-20 17:54:24
ROLE717,USR717,UMKM717,owner,2023-07-25 09:32:04
ROLE718,USR718,UMKM718,owner,2021-06-12 05:09:05
ROLE719,USR719,UMKM719,owner,2023-04-18 07:34:46
ROLE720,USR720,UMKM720,owner,2023-04-17 19:28:25
ROLE721,USR721,UMKM721,owner,2023-07-28 08:35:23
ROLE722,USR722,UMKM722,owner,2023-05-29 02:44:15
ROLE723,USR723,UMKM723,owner,2022-06-20 04:44:19
ROLE724,USR724,UMKM724,owner,2023-08-09 00:31:16
ROLE725,USR725,UMKM725,owner,2023-12-22 15:24:35
ROLE726,USR726,UMKM726,owner,2023-12-28 16:54:07
ROLE727,USR727,UMKM727,owner,2022-08-08 14:27:44
ROLE728,USR728,UMKM728,owner,2023-02-17 17:02:33
ROLE729,USR729,UMKM729,owner,2021-08-27 18:30:19
ROLE730,USR730,UMKM730,owner,2022-02-24 12:48:17
ROLE731,USR731,UMKM731,owner,2021-12-03 09:21:32
ROLE732,USR732,UMKM732,owner,2022-08-30 20:38:58
ROLE733,USR733,UMKM733,owner,2023-03-17 06:53:50
ROLE734,USR734,UMKM734,owner,2021-02-22 23:26:56
ROLE735,USR735,UMKM735,owner,2022-02-05 14:18:16
ROLE736,USR736,UMKM736,owner,2022-03-13 14:46:17
ROLE737,USR737,UMKM737,owner,2021-08-06 11:06:53
ROLE738,USR738,UMKM738,owner,2023-02-02 06:30:36
ROLE739,USR739,UMKM739,owner,2022-02-13 20:13:27
ROLE740,USR740,UMKM740,owner,2021-10-05 01:41:41
ROLE741,USR741,UMKM741,owner,2023-10-06 16:15:18
ROLE742,USR742,UMKM742,owner,2021-02-14 04:36:21
ROLE743,USR743,UMKM743,owner,2023-10-27 16:34:39
ROLE744,USR744,UMKM744,owner,2022-05-18 13:01:46
ROLE745,USR745,UMKM745,owner,2022-08-22 20:32:19
ROLE746,USR746,UMKM746,owner,2023-12-08 00:11:09
ROLE747,USR747,UMKM747,owner,2023-03-12 15:24:48
ROLE748,USR748,UMKM748,owner,2023-07-24 10:02:41
ROLE749,USR749,UMKM749,owner,2022-07-04 10:21:47
ROLE750,USR750,UMKM750,owner,2023-11-08 01:02:49
ROLE751,USR605,UMKM1868,owner,2022-01-30 19:44:55
ROLE752,USR139,UMKM2148,owner,2021-10-30 13:56:40
ROLE753,USR571,UMKM2340,owner,2021-12-05 12:22:01
ROLE754,USR449,UMKM2564,owner,2023-11-07 06:27:01
ROLE755,USR348,UMKM2000,owner,2021-07-12 23:02:53
ROLE756,USR596,UMKM2505,owner,2021-07-27 20:44:04
ROLE757,USR692,UMKM2088,owner,2022-11-09 22:28:22
ROLE758,USR223,UMKM1891,owner,2022-10-25 12:39:58
ROLE759,USR174,UMKM2737,owner,2022-04-27 09:43:15
ROLE760,USR496,UMKM1784,owner,2023-10-18 20:48:04
ROLE761,USR746,UMKM2323,owner,2023-12-08 00:22:09
ROLE762,USR444,UMKM2606,owner,2021-03-31 08:51:34
ROLE763,USR353,UMKM2280,owner,2021-09-23 16:22:16
ROLE764,USR175,UMKM2241,owner,2023-01-11 14:05:46
ROLE765,USR084,UMKM2504,owner,2023-04-02 02:00:52
ROLE766,USR2323,UMKM481,owner,2023-02-16 19:03:53
ROLE767,USR2242,UMKM481,owner,2023-03-03 18:25:53
ROLE768,USR2328,UMKM481,owner,2023-03-11 18:25:53
ROLE769,USR2088,UMKM453,owner,2021-07-03 04:50:11
ROLE770,USR2618,UMKM453,owner,2021-07-13 19:53:11
ROLE771,USR2048,UMKM453,owner,2021-07-09 07:42:11
ROLE772,USR2323,UMKM647,owner,2021-08-14 11:48:30
ROLE773,USR2328,UMKM647,owner,2021-08-26 16:55:30
ROLE774,USR2125,UMKM311,owner,2021-06-21 05:57:46
ROLE775,USR2405,UMKM311,owner,2021-06-20 09:15:46
ROLE776,USR1794,UMKM311,owner,2021-06-15 10:41:46
ROLE777,USR2048,UMKM282,owner,2022-04-19 21:10:35
ROLE778,USR2547,UMKM282,owner,2022-03-28 08:11:35
ROLE779,USR2540,UMKM606,owner,2021-05-23 09:00:09
ROLE780,USR1794,UMKM058,owner,2021-04-20 08:30:12
ROLE781,USR2618,UMKM361,owner,2021-08-27 11:55:50
ROLE782,USR2265,UMKM361,owner,2021-09-13 08:45:50
ROLE783,USR2048,UMKM361,owner,2021-08-25 20:26:50
ROLE784,USR1794,UMKM520,owner,2021-07-14 08:27:08
ROLE785,USR2125,UMKM520,owner,2021-07-31 16:46:08
ROLE786,USR2618,UMKM076,owner,2022-12-22 22:35:09
ROLE787,USR2030,UMKM076,owner,2022-12-04 15:46:09
ROLE788,USR2048,UMKM318,owner,2022-05-04 06:55:19
ROLE789,USR2328,UMKM318,owner,2022-04-12 16:01:19
ROLE790,USR2129,UMKM473,owner,2023-08-26 03:52:20
ROLE791,USR2323,UMKM473,owner,2023-08-24 07:44:20
ROLE792,USR1863,UMKM473,owner,2023-08-17 01:13:20
ROLE793,USR2125,UMKM463,owner,2024-02-08 02:20:32
ROLE794,USR2030,UMKM039,owner,2022-01-19 04:23:58
ROLE795,USR2129,UMKM039,owner,2022-01-27 16:50:58
ROLE796,USR1794,UMKM059,owner,2022-07-07 18:43:20
ROLE797,USR2328,UMKM059,owner,2022-06-27 01:42:20
ROLE798,USR2323,UMKM378,owner,2023-08-04 07:29:01
ROLE799,USR2328,UMKM294,owner,2023-09-08 07:55:41
ROLE800,USR2242,UMKM294,owner,2023-08-18 09:47:41
ROLE801,USR1863,UMKM079,owner,2022-05-11 03:46:32
ROLE802,USR2405,UMKM661,owner,2022-11-30 04:33:40
ROLE803,USR2328,UMKM093,owner,2023-02-01 20:15:19
ROLE804,USR1863,UMKM093,owner,2023-02-03 00:23:19
ROLE805,USR2618,UMKM093,owner,2023-02-05 10:30:19
ROLE806,USR2328,UMKM630,owner,2024-01-03 02:01:07
ROLE807,USR2030,UMKM630,owner,2023-12-28 04:05:07
ROLE808,USR2328,UMKM609,owner,2021-02-28 07:43:33
ROLE809,USR2618,UMKM609,owner,2021-02-15 02:05:33
ROLE810,USR2125,UMKM609,owner,2021-02-08 04:34:33
ROLE811,USR2242,UMKM2088,owner,2022-12-10 16:58:22
ROLE812,USR2618,UMKM2088,owner,2022-11-14 06:44:22
ROLE813,USR2030,UMKM394,owner,2022-11-22 11:28:48
ROLE814,USR2696,UMKM394,owner,2022-11-25 18:29:48
ROLE815,USR2233,UMKM474,owner,2022-03-28 19:43:42
ROLE816,USR2547,UMKM595,owner,2021-07-10 02:01:42
ROLE817,USR2030,UMKM595,owner,2021-08-03 13:39:42
ROLE818,USR2328,UMKM568,owner,2021-06-16 12:51:41
ROLE819,USR2323,UMKM568,owner,2021-06-27 13:11:41
ROLE820,USR2265,UMKM568,owner,2021-06-26 08:19:41
ROLE821,USR2547,UMKM043,owner,2021-04-29 00:32:54
ROLE822,USR2328,UMKM043,owner,2021-04-28 01:08:54
ROLE823,USR2242,UMKM043,owner,2021-04-29 13:15:54
ROLE824,USR2328,UMKM461,owner,2021-11-10 20:58:18
ROLE825,USR2030,UMKM586,owner,2022-12-23 19:20:00
ROLE826,USR2265,UMKM586,owner,2023-01-16 01:23:00
ROLE827,USR2540,UMKM668,owner,2021-05-03 16:46:21
ROLE828,USR2129,UMKM193,owner,2023-12-26 13:03:19
ROLE829,USR1863,UMKM193,owner,2024-01-11 04:45:19
ROLE830,USR2323,UMKM193,owner,2024-01-05 18:08:19
ROLE831,USR2242,UMKM330,owner,2021-12-19 22:40:25
ROLE832,USR2328,UMKM330,owner,2021-12-11 23:54:25
ROLE833,USR2405,UMKM330,owner,2021-11-26 08:15:25
ROLE834,USR2242,UMKM620,owner,2022-09-23 20:31:50
ROLE835,USR1794,UMKM620,owner,2022-09-13 21:30:50
ROLE836,USR2547,UMKM488,owner,2021-03-01 07:16:45
ROLE837,USR1863,UMKM488,owner,2021-03-02 17:17:45
ROLE838,USR2323,UMKM514,owner,2022-06-24 21:18:21
ROLE839,USR2540,UMKM514,owner,2022-07-05 09:00:21
ROLE840,USR2540,UMKM155,owner,2022-04-08 09:41:46
ROLE841,USR2242,UMKM064,owner,2022-08-12 15:50:42
ROLE842,USR2657,UMKM462,owner,2022-07-17 22:00:55
ROLE843,USR2405,UMKM462,owner,2022-07-19 21:21:55
ROLE844,USR2547,UMKM462,owner,2022-07-06 19:56:55
ROLE845,USR2088,UMKM106,owner,2023-11-10 02:57:57
ROLE846,USR2657,UMKM352,owner,2022-08-18 12:28:13
ROLE847,USR2540,UMKM352,owner,2022-08-07 14:02:13
ROLE848,USR2696,UMKM352,owner,2022-08-13 17:59:13
ROLE849,USR2265,UMKM087,owner,2021-12-03 18:24:07
ROLE850,USR2540,UMKM087,owner,2021-11-28 16:27:07
ROLE851,USR2618,UMKM517,owner,2022-04-30 18:29:14
ROLE852,USR2540,UMKM517,owner,2022-04-29 00:22:14
ROLE853,USR2030,UMKM517,owner,2022-05-12 09:10:14
ROLE854,USR2030,UMKM662,owner,2023-11-06 08:59:16
ROLE855,USR2696,UMKM662,owner,2023-10-30 22:57:16
ROLE856,USR2125,UMKM177,owner,2022-10-26 02:48:29
ROLE857,USR2328,UMKM177,owner,2022-11-07 09:20:29
ROLE858,USR2618,UMKM177,owner,2022-10-25 01:03:29
ROLE859,USR2030,UMKM041,owner,2022-12-19 05:03:29
ROLE860,USR2659,UMKM254,owner,2023-08-31 21:15:36
ROLE861,USR2405,UMKM254,owner,2023-09-07 08:38:36
ROLE862,USR2129,UMKM449,owner,2023-12-04 16:41:01
ROLE863,USR2659,UMKM449,owner,2023-12-08 01:14:01
ROLE864,USR2547,UMKM449,owner,2023-12-01 16:11:01
ROLE865,USR2547,UMKM450,owner,2023-04-25 06:14:44
ROLE866,USR2048,UMKM537,owner,2023-06-21 20:17:08
ROLE867,USR2540,UMKM537,owner,2023-06-09 08:55:08
ROLE868,USR2030,UMKM536,owner,2022-12-14 04:34:45
ROLE869,USR2659,UMKM536,owner,2022-11-26 18:15:45
